symbol	occurrences	files	first_location	disposition	binary_name_evidence	evidence_reports	action
callLayerMeshFamily_guess	5	cpp/plugins/motionplayer/PlayerRenderInternal.cpp	cpp/plugins/motionplayer/PlayerRenderInternal.cpp:448	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callLayerOperateAffine_guess	3	cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.h	cpp/plugins/motionplayer/PlayerRenderExecute.cpp:659	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callLayerOperateBezierPatch_guess	3	cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.h	cpp/plugins/motionplayer/PlayerRenderExecute.cpp:687	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callLayerOperateMesh_guess	3	cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.h	cpp/plugins/motionplayer/PlayerRenderExecute.cpp:693	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callLayerOperateRect_guess	3	cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.h	cpp/plugins/motionplayer/PlayerRenderExecute.cpp:837	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callLayerPropGetInt_guess	6	cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.h; cpp/plugins/motionplayer/PlayerRenderTargets.cpp	cpp/plugins/motionplayer/PlayerRenderExecute.cpp:724	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callLayerRectMethod_guess	4	cpp/plugins/motionplayer/MotionLayerExtensions.cpp	cpp/plugins/motionplayer/MotionLayerExtensions.cpp:408	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callLayerResetClip_guess	4	cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.h	cpp/plugins/motionplayer/PlayerRenderExecute.cpp:564	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callLayerSetClip_guess	3	cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.h	cpp/plugins/motionplayer/PlayerRenderExecute.cpp:555	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callLayerSetSizeReal_guess	7	cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.cpp; cpp/plugins/motionplayer/PlayerRenderInternal.h; cpp/plugins/motionplayer/PlayerRenderTargets.cpp	cpp/plugins/motionplayer/PlayerRenderExecute.cpp:174	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callLayerUpdateInteger_guess	2	cpp/plugins/motionplayer/PlayerRenderInternal.cpp	cpp/plugins/motionplayer/PlayerRenderInternal.cpp:57	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
callSetSize_guess	2	cpp/plugins/motionplayer/SeparateLayerAdaptor.cpp	cpp/plugins/motionplayer/SeparateLayerAdaptor.cpp:103	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
cameraDampingForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:1146	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
cameraNodeAngleDegrees_guess	2	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:591	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
cameraVelocityXForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:1134	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
cameraVelocityYForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:1138	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
cameraVelocityZForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:1142	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
carriedRgbBase_guess	4	cpp/plugins/motionplayer/PlayerUpdateAnchor.cpp	cpp/plugins/motionplayer/PlayerUpdateAnchor.cpp:11	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
clampAnchorColorResult_guess	3	cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h:188	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
clampAnchorOpacityResult_guess	2	cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h:177	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
clampShapeMaximumToParent_guess	3	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:639	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_player_shape_aabb_four_binary_2026-08-27.md	retain
clampShapeMinimumToParent_guess	3	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:635	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_player_shape_aabb_four_binary_2026-08-27.md	retain
clearCanonicalResourceManagerForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:1276	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
clearCurrentDispatchForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:1177	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
clearFirstVariableFrameSourceForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:1003	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
clearJoinSnapshotMaps_guess	5	cpp/plugins/motionplayer/Player.h; cpp/plugins/motionplayer/PlayerFrameProgress.cpp	cpp/plugins/motionplayer/Player.h:750	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
clearPriorityFrameSourceForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:901	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
clearPrivateMotionGLLRenderQueue_guess	6	cpp/plugins/motionplayer/PlayerRenderTargets.cpp; cpp/plugins/motionplayer/PrivateMotionGLL.cpp; cpp/plugins/motionplayer/PrivateMotionGLL.h	cpp/plugins/motionplayer/PlayerRenderTargets.cpp:572	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
clearRenderQueue_guess	2	cpp/plugins/motionplayer/PrivateMotionGLL.cpp	cpp/plugins/motionplayer/PrivateMotionGLL.cpp:338	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
clearTagFrameSourceForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:898	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
clearWholeLayer_guess	3	cpp/plugins/motionplayer/MotionLayerExtensions.cpp	cpp/plugins/motionplayer/MotionLayerExtensions.cpp:430	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
clipMemberHint_guess	4	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/PlayerResource.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:20	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
clipRectMemberHint_guess	4	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:96	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
clone_guess	3	cpp/plugins/motionplayer/EmotePlayer.cpp; cpp/plugins/motionplayer/EmotePlayer.h	cpp/plugins/motionplayer/EmotePlayer.cpp:125	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
colorMemberHint_guess	7	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerCore.cpp; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp; cpp/plugins/motionplayer/SourceCache.cpp	cpp/plugins/motionplayer/MotionDispatch.h:123	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
commandIdMemberHint_guess	4	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/PlayerVariable.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:180	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
commandKeyMemberHint_guess	7	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp; cpp/plugins/motionplayer/SourceCache.cpp	cpp/plugins/motionplayer/MotionDispatch.h:93	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
composePreparedGroupLayersForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:1118	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
composePreparedGroupLayers_guess	4	cpp/plugins/motionplayer/Player.h; cpp/plugins/motionplayer/PlayerRenderExecute.cpp	cpp/plugins/motionplayer/Player.h:666	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_build_render_commands_four_binary_2026-08-27.md	retain
compositeMeshMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:98	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
computeAccurateSlaClipForDifferentialTest_guess	2	cpp/plugins/motionplayer/PlayerRenderInternal.h; cpp/plugins/motionplayer/PlayerRenderTargets.cpp	cpp/plugins/motionplayer/PlayerRenderInternal.h:240	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
computeAccurateSlaClip_guess	3	cpp/plugins/motionplayer/PlayerRenderTargets.cpp	cpp/plugins/motionplayer/PlayerRenderTargets.cpp:165	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
computeD3DClipForDifferentialTest_guess	2	cpp/plugins/motionplayer/PlayerRenderInternal.h; cpp/plugins/motionplayer/PlayerRenderTargets.cpp	cpp/plugins/motionplayer/PlayerRenderInternal.h:235	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
computeD3DClip_guess	4	cpp/plugins/motionplayer/PlayerRenderTargets.cpp	cpp/plugins/motionplayer/PlayerRenderTargets.cpp:279	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_private_gll_command_builder_four_binary_2026-08-27.md	retain
computeParticleOutsideRect_guess	6	cpp/plugins/motionplayer/Player.h; cpp/plugins/motionplayer/PlayerInternal.h; cpp/plugins/motionplayer/PlayerRenderTargets.cpp; cpp/plugins/motionplayer/PlayerUpdateParticles.cpp	cpp/plugins/motionplayer/Player.h:632	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
configureIncrementalStreamsForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:926	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
configureShellForDifferentialTest_guess	2	cpp/plugins/motionplayer/D3DAdaptor.cpp; cpp/plugins/motionplayer/D3DAdaptor.h	cpp/plugins/motionplayer/D3DAdaptor.cpp:243	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
configureVariableTrackIncrementalForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:1022	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
contentMemberHint_guess	5	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerTimeline.cpp; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:108	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerExponentHint_guess	13	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:38	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerFrameHint_guess	14	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:39	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerLengthDoneHint_guess	7	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:40	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerLengthHint_guess	9	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/EmoteSpring.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:41	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerMouthHint_guess	7	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:42	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerP0Hint_guess	5	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:43	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerP1Hint_guess	5	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:44	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerPhaseHint_guess	15	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:45	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerPrevHint_guess	9	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:46	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerRequestQueueHint_guess	6	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:47	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerSliceTime_guess	3	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/EmoteEngine.h	cpp/plugins/motionplayer/EmoteEngine.cpp:30	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerSpeedHint_guess	15	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:48	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerTargetHint_guess	13	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:49	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerTickHint_guess	11	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:50	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
controllerVHint_guess	7	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:51	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
coordMemberHint_guess	5	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:121	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
coordinateMemberHint_guess	4	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/NodeTree.cpp; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:189	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
copiedOnlyTrailingWord_guess	1	cpp/plugins/motionplayer/MotionNode.h	cpp/plugins/motionplayer/MotionNode.h:376	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
copyActiveTimelinePayload_guess	3	cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp	cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp:10	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
copyParticleInterpolationPayload_guess	3	cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp	cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp:143	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
copyRectMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp; cpp/plugins/motionplayer/SourceCache.cpp	cpp/plugins/motionplayer/MotionDispatch.h:291	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
copyTargetTextureRows_guess	2	cpp/plugins/motionplayer/D3DAdaptor.cpp; cpp/plugins/motionplayer/D3DAdaptor.h	cpp/plugins/motionplayer/D3DAdaptor.cpp:179	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_d3dadaptor_capture_canvas_four_binary_2026-08-27.md	retain
countDiffTimelines_guess	3	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/EmoteEngine.h; cpp/plugins/motionplayer/EmotePlayer.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:3028	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
countMainTimelines_guess	3	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/EmoteEngine.h; cpp/plugins/motionplayer/EmotePlayer.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:3014	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
countPlayingTimelines_guess	3	cpp/plugins/motionplayer/EmoteEngine.cpp; cpp/plugins/motionplayer/EmoteEngine.h; cpp/plugins/motionplayer/EmotePlayer.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:3040	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
createLayerVariant_guess	9	cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/PlayerRenderTargets.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp; cpp/plugins/motionplayer/RuntimeSupport.h; cpp/plugins/motionplayer/SeparateLayerAdaptor.cpp; cpp/plugins/motionplayer/SourceCache.cpp	cpp/plugins/motionplayer/PlayerRenderExecute.cpp:342	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_internal_render_layer_materializer_four_binary_2026-08-27.md; analysis/motionplayer_shared_layer_factory_four_binary_2026-08-27.md	retain
createPrivateMotionGLLObject_guess	2	cpp/plugins/motionplayer/PrivateMotionGLL.cpp	cpp/plugins/motionplayer/PrivateMotionGLL.cpp:500	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
